book_id;publication_year;availability
435;2012;TRUE
436;2016;FALSE
437;2014;TRUE
438;2014;FALSE
439;2013;TRUE
440;2016;TRUE
441;2007;FALSE
442;2016;FALSE
443;2014;FALSE
443;2014;FALSE
444;2017;TRUE
445;1961;FALSE
445;1961;TRUE
446;2007;TRUE
447;2012;FALSE
448;2015;FALSE
449;2015;FALSE
450;2015;TRUE
451;2011;TRUE
452;1966;TRUE
453;2016;TRUE
453;2016;FALSE
454;2003;TRUE
455;2015;FALSE
456;2014;FALSE
457;2016;TRUE
458;1950;FALSE
459;2011;FALSE
460;2012;TRUE
461;1985;TRUE
462;2003;TRUE
463;2008;FALSE
464;1971;TRUE
465;2015;TRUE
466;2016;FALSE
467;2014;TRUE
468;2016;FALSE
469;1993;FALSE
470;2016;TRUE
471;2011;FALSE
472;2010;TRUE
473;2015;TRUE
474;2016;TRUE
475;2007;FALSE
476;2012;FALSE
477;2015;TRUE
477;2015;TRUE
478;2011;TRUE
479;2016;FALSE
480;2003;FALSE
481;2011;TRUE
482;2006;FALSE
483;2006;TRUE
484;2017;FALSE
485;2004;TRUE
486;2008;FALSE
487;2012;TRUE
488;2016;TRUE
489;2015;TRUE
489;2015;FALSE
490;2015;TRUE
491;2015;FALSE
492;2015;TRUE
493;1992;TRUE
494;2011;TRUE
495;2012;TRUE
496;2014;TRUE
497;2009;FALSE
498;2016;TRUE
499;2012;FALSE
500;2012;TRUE
501;2012;TRUE
502;2001;TRUE
503;1995;FALSE
504;2016;FALSE
505;2017;FALSE
506;2012;FALSE
507;1999;TRUE
508;2014;FALSE
509;2013;FALSE
510;2001;TRUE
511;2014;FALSE
512;2011;FALSE
513;2012;TRUE
514;1976;FALSE
515;2016;FALSE
516;2017;TRUE
517;1928;FALSE
518;2012;FALSE
519;2011;TRUE
520;2016;FALSE
521;1962;TRUE
522;2009;TRUE
523;2002;FALSE
524;2012;FALSE
525;2011;FALSE
526;2015;TRUE
527;2011;TRUE
528;1999;TRUE
529;2005;FALSE
530;2004;TRUE
531;2017;FALSE
532;2015;FALSE
532;2015;TRUE
533;2012;FALSE
534;2015;TRUE
534;2015;TRUE
535;2014;FALSE
536;2010;TRUE
537;2013;FALSE
538;2004;FALSE
539;2008;TRUE
540;1981;TRUE
541;2014;FALSE
542;1909;FALSE
543;2010;FALSE
544;2017;TRUE
544;2017;TRUE
545;2013;TRUE
545;2013;TRUE
546;2016;TRUE
547;2015;TRUE
548;1995;TRUE
549;2010;FALSE
550;2016;FALSE
551;2013;FALSE
552;2016;FALSE
553;2015;FALSE
554;2010;TRUE
555;2013;FALSE
556;2012;FALSE
557;2009;TRUE
558;2016;TRUE
559;2017;TRUE
560;2005;TRUE
561;1998;TRUE
562;1974;TRUE
563;2006;FALSE
563;2006;TRUE
564;2010;TRUE
565;2008;FALSE
566;2015;FALSE
567;2011;TRUE
568;1989;FALSE
569;2017;TRUE
570;2016;FALSE
571;2011;TRUE
572;2013;TRUE
573;1992;FALSE
574;1938;TRUE
575;2017;TRUE
576;2015;FALSE
577;2015;TRUE
577;2015;TRUE
578;1990;FALSE
579;1992;TRUE
580;2015;TRUE
581;2011;TRUE
582;1989;TRUE
583;1992;TRUE
583;1992;FALSE
583;1992;TRUE
584;2014;FALSE
585;2012;TRUE
586;1986;TRUE
587;2015;TRUE
588;2010;FALSE
589;2016;TRUE
590;2010;TRUE
590;2010;TRUE
591;2012;TRUE
592;1994;FALSE
593;1952;TRUE
594;2012;TRUE
595;2013;FALSE
596;2013;FALSE
597;1999;FALSE
598;2017;TRUE
599;2014;TRUE
600;2013;TRUE
601;1992;TRUE
602;2014;TRUE
603;2010;TRUE
604;2004;FALSE
605;1987;TRUE
606;1995;FALSE
607;2011;TRUE
608;2016;TRUE
608;2016;FALSE
609;1936;FALSE
610;1997;FALSE
611;2017;FALSE
612;2017;FALSE
613;2013;FALSE
614;2015;TRUE
615;2014;FALSE
616;2016;FALSE
617;2010;FALSE
618;2013;TRUE
619;2015;TRUE
620;2017;FALSE
621;2012;TRUE
622;2007;TRUE
623;2014;FALSE
624;2015;TRUE
625;2015;FALSE
626;2001;TRUE
626;2001;TRUE
627;2009;TRUE
628;2009;TRUE
629;2013;TRUE
630;2012;FALSE
631;1996;FALSE
631;1996;FALSE
632;2016;FALSE
633;2008;FALSE
634;2008;TRUE
635;1912;TRUE
636;2011;TRUE
636;2011;FALSE
637;2009;TRUE
638;2017;FALSE
639;1995;FALSE
640;2017;TRUE
641;1989;FALSE
642;2017;FALSE
643;2009;FALSE
643;2009;TRUE
644;1957;FALSE
645;2011;TRUE
646;2015;TRUE
647;2008;FALSE
648;1967;FALSE
649;1971;FALSE
650;2009;FALSE
651;2000;TRUE
652;2010;FALSE
652;2010;FALSE
653;2016;FALSE
653;2016;FALSE
654;2009;FALSE
655;2016;TRUE
656;1969;TRUE
657;2013;FALSE
658;2011;FALSE
659;2017;FALSE
660;2017;TRUE
661;2017;TRUE
662;2015;TRUE
663;2013;FALSE
664;2010;TRUE
665;1979;FALSE
666;2013;TRUE
667;2014;FALSE
668;2016;TRUE
669;2016;TRUE
670;2017;FALSE
671;2014;FALSE
671;2014;FALSE
671;2014;TRUE
672;2013;TRUE
672;2013;FALSE
673;2015;TRUE
674;2009;TRUE
675;2014;TRUE
676;1970;FALSE
677;2013;FALSE
677;2013;FALSE
678;2012;FALSE
679;2017;TRUE
679;2017;TRUE
680;1915;TRUE
681;2014;FALSE
682;2015;FALSE
682;2015;TRUE
683;2014;FALSE
683;2014;TRUE
684;2015;FALSE
685;1997;TRUE
686;2014;TRUE
687;1930;FALSE
688;2014;TRUE
689;2016;FALSE
690;2012;TRUE
691;2012;FALSE
692;2009;FALSE
693;2004;TRUE
694;2017;TRUE
694;2017;TRUE
695;2013;TRUE
696;2016;TRUE
697;2001;FALSE
698;2012;TRUE
699;1953;FALSE
700;2007;FALSE
700;2007;TRUE
700;2007;TRUE
701;2009;TRUE
702;2016;TRUE
703;2000;FALSE
703;2000;FALSE
704;1941;FALSE
705;2011;FALSE
706;1950;FALSE
707;1997;FALSE
708;1971;FALSE
709;2001;FALSE
709;2001;TRUE
710;2016;TRUE
711;2003;TRUE
712;2013;TRUE
713;2013;TRUE
714;2011;TRUE
715;2017;TRUE
716;2010;FALSE
717;1987;FALSE
718;2013;FALSE
719;1942;TRUE
720;2016;FALSE
720;2016;TRUE
720;2016;TRUE
721;2016;FALSE
722;2010;FALSE
723;2008;FALSE
724;1971;TRUE
725;2016;FALSE
726;2015;TRUE
726;2015;FALSE
727;2001;FALSE
728;2013;FALSE
729;2015;FALSE
730;2013;TRUE
731;2013;FALSE
732;1970;TRUE
733;2004;FALSE
734;2000;TRUE
735;2007;TRUE
736;1974;TRUE
737;2013;FALSE
737;2013;FALSE
738;2016;TRUE
739;1964;TRUE
740;2013;FALSE
741;2012;TRUE
742;1982;FALSE
743;1941;FALSE
744;2015;TRUE
745;2011;TRUE
746;1972;TRUE
747;2016;TRUE
747;2016;FALSE
748;1970;TRUE
749;2015;FALSE
749;2015;TRUE
750;2016;TRUE
751;2015;TRUE
751;2015;TRUE
752;2017;TRUE
753;1953;FALSE
754;1994;TRUE
755;1995;TRUE
756;2016;FALSE
757;2008;FALSE
758;1994;TRUE
759;2015;FALSE
760;2005;FALSE
761;2015;FALSE
762;2015;FALSE
763;2016;TRUE
764;2009;TRUE
765;2016;TRUE
766;2012;FALSE
767;2011;TRUE
768;2010;FALSE
769;2007;FALSE
770;2001;FALSE
771;2010;TRUE
772;2016;FALSE
773;2009;FALSE
774;2009;TRUE
775;2009;TRUE
776;2014;FALSE
777;1967;TRUE
778;2003;FALSE
779;2015;FALSE
780;2016;FALSE
781;2017;FALSE
782;2012;TRUE
783;2014;TRUE
784;2016;FALSE
785;2015;TRUE
786;2004;FALSE
787;2015;TRUE
788;2015;FALSE
789;1994;TRUE
790;1981;TRUE
791;1992;FALSE
792;2015;FALSE
793;1983;TRUE
794;2017;TRUE
795;2009;TRUE
796;1967;TRUE
797;2015;FALSE
798;2015;TRUE
799;1970;TRUE
800;2015;FALSE
801;2009;TRUE
802;2015;TRUE
802;2015;FALSE
803;2011;TRUE
804;2007;TRUE
805;2016;TRUE
805;2016;FALSE
806;2015;TRUE
807;1968;TRUE
808;2012;TRUE
808;2012;FALSE
809;2012;TRUE
810;2013;FALSE
811;1958;TRUE
812;1986;TRUE
812;1986;TRUE
813;2008;TRUE
814;2010;FALSE
815;2009;TRUE
815;2009;TRUE
815;2009;FALSE
815;2009;FALSE
815;2009;FALSE
815;2009;FALSE
815;2009;TRUE
815;2009;FALSE
815;2009;FALSE
816;2008;TRUE
817;2015;FALSE
818;2012;FALSE
819;2006;FALSE
820;2010;FALSE
821;1994;FALSE
822;1935;TRUE
823;2013;TRUE
824;2016;FALSE
825;2005;FALSE
826;2014;FALSE
827;2002;TRUE
828;2014;TRUE
829;2000;FALSE
830;2002;TRUE
830;2002;FALSE
831;1999;TRUE
832;1965;TRUE
833;2005;TRUE
834;1997;FALSE
835;2016;TRUE
836;2011;FALSE
837;2012;FALSE
838;2013;TRUE
839;2014;FALSE
840;2012;FALSE
841;2002;FALSE
842;2011;TRUE
842;2011;FALSE
843;2016;FALSE
843;2016;FALSE
844;2015;TRUE
845;2011;TRUE
846;2009;TRUE
846;2009;TRUE
847;2014;TRUE
848;2009;TRUE
849;2002;TRUE
849;2002;FALSE
850;2003;FALSE
851;2000;FALSE
852;2010;TRUE
853;2012;TRUE
854;2007;TRUE
855;2013;TRUE
855;2013;TRUE
856;2015;TRUE
856;2015;FALSE
857;2008;FALSE
858;2017;FALSE
859;2015;TRUE
860;2008;FALSE
861;2015;TRUE
862;2014;FALSE
863;2012;TRUE
864;2011;TRUE
865;1974;FALSE
866;2013;FALSE
867;2016;TRUE
868;2015;FALSE
869;2013;FALSE
869;2013;FALSE
870;2007;FALSE
871;2014;TRUE
871;2014;FALSE
872;2009;TRUE
873;2011;TRUE
874;2015;TRUE
875;2017;FALSE
876;2009;TRUE
877;2015;TRUE
878;2013;FALSE
879;2017;TRUE
880;2015;FALSE
881;2013;TRUE
882;2011;FALSE
883;2008;TRUE
884;2015;TRUE
885;2008;FALSE
886;2012;FALSE
887;1965;FALSE
888;2009;TRUE
889;2017;FALSE
890;1959;TRUE
891;2016;FALSE
892;2015;FALSE
892;2015;FALSE
893;2007;FALSE
894;2002;FALSE
894;2002;FALSE
895;2013;FALSE
896;2011;FALSE
897;1981;TRUE
898;1955;FALSE
899;1989;TRUE
900;1950;FALSE
901;2012;FALSE
902;1939;TRUE
902;1939;TRUE
903;2017;TRUE
904;2003;FALSE
905;2014;FALSE
906;2017;FALSE
907;2012;TRUE
908;2002;FALSE
909;2009;FALSE
910;2016;TRUE
911;2015;FALSE
912;2015;TRUE
913;2015;FALSE
914;1974;TRUE
915;2009;TRUE
916;1972;TRUE
917;1971;TRUE
918;2005;FALSE
918;2005;TRUE
919;1908;TRUE
919;1908;FALSE
919;1908;FALSE
919;1908;TRUE
919;1908;FALSE
919;1908;TRUE
919;1908;TRUE
919;1908;FALSE
920;1909;TRUE
921;2011;FALSE
922;2014;TRUE
923;2013;FALSE
924;2017;FALSE
925;2002;TRUE
926;2012;FALSE
927;1999;FALSE
928;2015;FALSE
929;2015;FALSE
930;2010;TRUE
930;2010;TRUE
930;2010;FALSE
931;2010;FALSE
931;2010;TRUE
932;2016;TRUE
933;2010;TRUE
933;2010;FALSE
934;1910;TRUE
935;2010;TRUE
936;1994;TRUE
937;2016;TRUE
938;1974;FALSE
938;1974;FALSE
938;1974;FALSE
938;1974;FALSE
938;1974;FALSE
938;1974;FALSE
938;1974;TRUE
938;1974;FALSE
939;2004;TRUE
940;2008;TRUE
941;2015;FALSE
942;2000;TRUE
943;2014;TRUE
944;1968;FALSE
945;1986;TRUE
946;2013;FALSE
947;2014;FALSE
948;2014;FALSE
949;1974;TRUE
950;2009;FALSE
951;1969;FALSE
952;2013;TRUE
952;2013;FALSE
953;2016;TRUE
954;2011;FALSE
955;2007;FALSE
956;2017;FALSE
957;2012;TRUE
958;2006;TRUE
959;2010;FALSE
959;2010;TRUE
960;2016;TRUE
961;2017;FALSE
962;2001;FALSE
963;1942;TRUE
964;2001;TRUE
965;2014;TRUE
965;2014;FALSE
966;2016;TRUE
967;2016;FALSE
968;2016;TRUE
968;2016;TRUE
968;2016;FALSE
969;2015;FALSE
970;2012;TRUE
971;2009;FALSE
972;1980;FALSE
973;2003;FALSE
974;2016;TRUE
975;2012;TRUE
976;2017;FALSE
977;2013;FALSE
978;2016;TRUE
979;2016;TRUE
980;2013;TRUE
980;2013;FALSE
981;2016;TRUE
982;2008;FALSE
983;2012;FALSE
984;1977;TRUE
985;1977;FALSE
986;1963;FALSE
987;2013;FALSE
988;2009;FALSE
989;2013;FALSE
990;2014;FALSE
990;2014;FALSE
990;2014;FALSE
990;2014;TRUE
991;2016;FALSE
992;2009;FALSE
993;2012;FALSE
994;2016;FALSE
995;2013;TRUE
996;2017;TRUE
997;2014;TRUE
997;2014;TRUE
997;2014;TRUE
997;2014;FALSE
998;2009;TRUE
999;2017;FALSE
1000;2014;FALSE
1000;2014;FALSE
1001;2005;TRUE
1002;2011;FALSE
1003;2016;TRUE
1004;2000;TRUE
1005;2014;FALSE
1006;2009;FALSE
1007;2006;TRUE
1008;2014;FALSE
1009;2005;TRUE
1010;2016;FALSE
1011;1993;FALSE
1012;2013;TRUE
1013;1951;FALSE
1014;2012;TRUE
1015;2013;TRUE
1016;2012;FALSE
1017;2015;FALSE
1018;2015;FALSE
1019;2006;FALSE
1020;2013;TRUE
1021;2008;FALSE
1022;2015;TRUE
1022;2015;FALSE
1023;2016;FALSE
1024;2002;FALSE
1025;2012;TRUE
1025;2012;TRUE
1026;2013;TRUE
1026;2013;FALSE
1027;2016;TRUE
1028;2014;TRUE
1029;1929;TRUE
1030;2015;FALSE
1031;2010;TRUE
1032;2017;TRUE
1033;1987;TRUE
1034;2014;TRUE
1035;2011;TRUE
1036;2012;TRUE
1037;2007;TRUE
1038;2015;FALSE
1039;2016;FALSE
1040;2011;FALSE
1041;2016;FALSE
1042;1951;TRUE
1043;2014;FALSE
1044;1929;FALSE
1045;1980;FALSE
1046;2011;TRUE
1047;2017;TRUE
1048;2009;TRUE
1049;1990;TRUE
1050;2014;TRUE
1051;2014;TRUE
1052;1978;FALSE
1053;2003;FALSE
1053;2003;FALSE
1053;2003;TRUE
1053;2003;TRUE
1054;2011;TRUE
1055;2013;FALSE
1056;2008;FALSE
1057;2012;FALSE
1058;1982;TRUE
1059;2012;FALSE
1060;2012;FALSE
1061;1991;FALSE
1062;1991;TRUE
1063;2010;TRUE
1063;2010;TRUE
1064;2016;TRUE
1064;2016;FALSE
1065;2015;TRUE
1066;1988;FALSE
1066;1988;TRUE
1066;1988;TRUE
1067;2002;TRUE
1068;2006;FALSE
1069;2012;TRUE
1069;2012;TRUE
1069;2012;FALSE
1069;2012;TRUE
1069;2012;TRUE
1070;2015;FALSE
1071;2016;FALSE
1072;1943;FALSE
1073;2017;TRUE
1074;2008;FALSE
1075;2015;TRUE
1076;2015;FALSE
1077;2008;TRUE
1078;2016;TRUE
1079;2011;TRUE
1080;2015;TRUE
1081;1991;TRUE
1082;2010;TRUE
1083;1945;TRUE
1084;2011;FALSE
1085;2002;FALSE
1085;2002;TRUE
1086;1998;FALSE
1087;2010;TRUE
1088;2010;FALSE
1089;2013;TRUE
1090;1981;TRUE
1091;1991;TRUE
1092;2014;FALSE
1093;2012;FALSE
1094;1998;FALSE
1094;1998;TRUE
1094;1998;FALSE
1094;1998;FALSE
1095;1988;FALSE
1096;1959;TRUE
1097;2017;FALSE
1098;1999;TRUE
1099;2006;TRUE
1100;1997;FALSE
1101;2010;FALSE
1102;1936;TRUE
1103;2016;TRUE
1104;2015;TRUE
1105;2009;FALSE
1106;2007;TRUE
1107;2016;FALSE
1108;1997;TRUE
1109;2005;FALSE
1109;2005;FALSE
1110;2011;TRUE
1111;1998;TRUE
1112;2008;FALSE
1113;1965;FALSE
1114;2015;FALSE
1115;2017;TRUE
1116;2008;FALSE
1117;2006;TRUE
1118;2016;TRUE
1119;2014;TRUE
1120;2016;FALSE
1121;1993;TRUE
1122;2010;TRUE
1123;2014;FALSE
1124;2010;FALSE
1125;2016;FALSE
1126;2009;FALSE
1127;2013;FALSE
1128;2008;TRUE
1129;1984;FALSE
1130;1921;TRUE
1131;2017;TRUE
1132;1960;TRUE
1133;2015;FALSE
1134;2017;FALSE
1135;2016;FALSE
1136;1982;FALSE
1137;1999;FALSE
1138;2011;TRUE
1139;2008;FALSE
1140;2012;FALSE
1140;2012;FALSE
1141;2017;TRUE
1142;2017;FALSE
1143;2016;FALSE
1144;2015;FALSE
1145;1992;TRUE
1146;2009;FALSE
1147;2010;TRUE
1147;2010;TRUE
1147;2010;TRUE
1148;2016;FALSE
1149;2016;TRUE
1150;2016;TRUE
1151;2005;FALSE
1152;2012;TRUE
1153;2009;FALSE
1154;2015;FALSE
1155;1967;FALSE
1156;2015;FALSE
1157;2014;FALSE
1158;2017;FALSE
1158;2017;FALSE
1158;2017;TRUE
1159;1967;FALSE
1160;2017;TRUE
1161;1988;TRUE
1162;1999;FALSE
1163;2015;FALSE
1164;1996;FALSE
1165;2016;FALSE
1166;2009;TRUE
1167;1980;FALSE
1167;1980;TRUE
1168;1979;FALSE
1169;2009;FALSE
1170;2015;TRUE
1171;2012;TRUE
1172;2013;FALSE
1173;2017;FALSE
1174;2011;FALSE
1175;2017;FALSE
1176;1997;FALSE
1177;2011;TRUE
1178;2014;TRUE
1179;2017;TRUE
1180;2016;FALSE
1181;2008;TRUE
1182;2017;TRUE
1183;2014;TRUE
1184;2017;TRUE
1185;2017;TRUE
1186;2015;FALSE
1187;2017;TRUE
1187;2017;FALSE
1187;2017;FALSE
1187;2017;TRUE
1187;2017;FALSE
1187;2017;FALSE
1187;2017;FALSE
1187;2017;TRUE
1187;2017;FALSE
